Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
Hello Group Inc,Cayman Islands,3/9/2023, MOMO,10000,8.609999657,86099.99657,0.396825397
Hengan International Group Co Ltd,Cayman Islands,3/9/2023, HEGIF,10000,4.71999979,47199.9979,1.19047619
Herbalife Nutrition Ltd,Cayman Islands,3/9/2023,HLF,10000,20.70999908,207099.9908,0.396825397
Hidili Industry International Development Ltd,Cayman Islands,3/9/2023, HIIDQ,10000,6.860000134,68600.00134,0.396825397
HKT Trust and HKT Ltd,Cayman Islands,3/9/2023, HKTTF,10000,1.32009995,13200.9995,0.396825397
HUTCHMED (China) Ltd,Cayman Islands,3/9/2023, HCM,10000,15.65999985,156599.9985,0.396825397
Indonesia Energy Corp Ltd,Cayman Islands,3/9/2023,INDO,10000,5.230000019,52300.00019,0.396825397
JD.com Inc,Cayman Islands,3/9/2023, JD,10000,44.79000092,447900.0092,0.396825397
JinkoSolar Holding Co Ltd,Cayman Islands,3/9/2023, JKS,10000,58.95999908,589599.9908,0.396825397
JOYY Inc,Cayman Islands,3/9/2023, YY,10000,30.12999916,301299.9916,0.396825397
JS Global Lifestyle Co Ltd,Cayman Islands,3/9/2023, JGLCF,10000,1.070000052,10700.00052,0.396825397
Jutal Offshore Oil Services Ltd,Cayman Islands,3/9/2023, JUTOY,10000,24.65999985,246599.9985,0.396825397
Kanzhun Ltd,Cayman Islands,3/9/2023, BZ,10000,19.62000084,196200.0084,0.396825397
Kingboard Holdings Ltd,Cayman Islands,3/9/2023, KBDCF,10000,3.099999905,30999.99905,0.396825397
Kingboard Laminates Holdings Ltd,Cayman Islands,3/9/2023, KGBLF,10000,0.75,7500,0.396825397
Kingsoft Corp Ltd,Cayman Islands,3/9/2023, KSFTF,10000,3.319999933,33199.99933,0.396825397
KWG Group Holdings Ltd,Cayman Islands,3/9/2023, KWGPF,10000,0.119999997,1199.99997,0.396825397
Lee & Man Paper Manufacturing Ltd,Cayman Islands,3/9/2023, LMPMF,10000,0.370000005,3700.00005,0.396825397
Legend Biotech Corp,Cayman Islands,3/9/2023, LEGN,10000,46.56999969,465699.9969,0.396825397
Li Auto Inc,Cayman Islands,3/9/2023, LI,10000,21.92000008,219200.0008,0.396825397
Li Ning Co Ltd,Cayman Islands,3/9/2023, LNNGF,10000,8.289999962,82899.99962,1.587301587
Logan Property Holdings Co Ltd,Cayman Islands,3/9/2023, LPHHF,10000,0.879050016,8790.50016,0.396825397
Longfor Group Holdings Ltd,Cayman Islands,3/9/2023, LGFRY,10000,28.60000038,286000.0038,0.396825397
Luckin Coffee Inc,Cayman Islands,3/9/2023, LKCO,10000,0.136999995,1369.99995,0.396825397
Manchester United PLC,Cayman Islands,3/9/2023, MANU,10000,21.79999924,217999.9924,0.396825397
Meituan,Cayman Islands,3/9/2023, MPNGF,10000,16.5,165000,0.396825397
Melco Resorts and Entertainment Ltd,Cayman Islands,3/9/2023, MAS,10000,52.43000031,524300.0031,0.396825397
MGM China Holdings Ltd,Cayman Islands,3/9/2023, MCHVF,10000,1.179999948,11799.99948,0.396825397
MicroPort Scientific Corp,Cayman Islands,3/9/2023, MCRPF,10000,2.88499999,28849.9999,0.396825397
Minth Group Ltd,Cayman Islands,3/9/2023, MNTHF,10000,2.5,25000,0.396825397
Mongolian Mining Corp,Cayman Islands,3/9/2023, MOGLF,10000,0.469999999,4699.99999,0.396825397
NagaCorp Ltd,Cayman Islands,3/9/2023, NGCRF,10000,0.850000024,8500.00024,0.396825397
NetEase Inc,Cayman Islands,3/9/2023, NETTF,10000,16.45800018,164580.0018,0.396825397
New Oriental Education & Technology Group Inc,Cayman Islands,3/9/2023, EDU,10000,40.20000076,402000.0076,0.396825397
Nexteer Automotive Group Ltd,Cayman Islands,3/9/2023, NTXVF,10000,0.657999992,6579.99992,0.396825397
NIO Inc,Cayman Islands,3/9/2023, NIO,10000,9.170000076,91700.00076,0.793650794
Noah Holdings Ltd,Cayman Islands,3/9/2023, NOAH,10000,19.07999992,190799.9992,0.396825397
PagSeguro Digital Ltd,Cayman Islands,3/9/2023,PAGS,10000,9.260000229,92600.00229,0.396825397
PDD Holdings Inc,Cayman Islands,3/9/2023, PDD,10000,90.33000183,903300.0183,0.396825397
Perennial Energy Holdings Ltd,Cayman Islands,3/9/2023, PEZ,10000,68.06999969,680699.9969,0.396825397
Recon Technology Ltd,Cayman Islands,3/9/2023, RCON,10000,1.100000024,11000.00024,0.396825397
RLX Technology Inc,Cayman Islands,3/9/2023, RLX,10000,2.309999943,23099.99943,0.793650794
Sands China Ltd,Cayman Islands,3/9/2023, SCHYF,10000,3.549000025,35490.00025,0.396825397
Sany Heavy Equipment International Holdings Co Ltd,Cayman Islands,3/9/2023, SNYYF,10000,1.019999981,10199.99981,0.396825397
Sapiens International Corp NV,Cayman Islands,3/9/2023, SPNS,10000,20.37999916,203799.9916,0.396825397
Sea Ltd,Cayman Islands,3/9/2023, SE,10000,80.87999725,808799.9725,0.396825397
Seazen Group Ltd,Cayman Islands,3/9/2023, SZENF,10000,0.699999988,6999.99988,0.396825397
Shelf Drilling Ltd,Cayman Islands,3/9/2023, SHLLF,10000,3,30000,0.396825397
Shengli Oil & Gas Pipe Holdings Ltd,Cayman Islands,3/9/2023, GSG,10000,20.37999916,203799.9916,0.396825397
Shenzhou International Group Holdings Ltd,Cayman Islands,3/9/2023, SHZHY,10000,10.59599972,105959.9972,0.396825397
Shimao Group Holdings Ltd,Cayman Islands,3/9/2023, SHMAY,10000,5.389999866,53899.99866,0.396825397
Silicon Motion Technology Corp,Cayman Islands,3/9/2023, SIMO,10000,66.48999786,664899.9786,0.396825397
Sino Biopharmaceutical Ltd,Cayman Islands,3/9/2023, SBHMY,10000,10.77999973,107799.9973,0.396825397
SITC International Holdings Co Ltd,Cayman Islands,3/9/2023, SITIF,10000,2.099999905,20999.99905,0.396825397
Smoore International Holdings Ltd,Cayman Islands,3/9/2023, SMORF,10000,2.154999971,21549.99971,0.396825397
SPT Energy Group Inc,Cayman Islands,3/9/2023, SEGYY,10000,0.652750015,6527.50015,0.396825397
StoneCo Ltd,Cayman Islands,3/9/2023, STNE,10000,9.600000381,96000.00381,0.396825397
Sunac China Holdings Ltd,Cayman Islands,3/9/2023, SCCCF,10000,1.210289955,12102.89955,0.396825397
Sunny Optical Technology (Group) Co Ltd,Cayman Islands,3/9/2023, SNPTF,10000,11.60999966,116099.9966,0.396825397
TAL Education Group,Cayman Islands,3/9/2023, TAL,10000,6.900000095,69000.00095,0.396825397
Tencent Holdings Ltd,Cayman Islands,3/9/2023, TCEHY,10000,43.29999924,432999.9924,0.396825397
Tencent Music Entertainment Group,Cayman Islands,3/9/2023, TME,10000,7.550000191,75500.00191,0.396825397
Tethys Petroleum Ltd,Cayman Islands,3/9/2023, TETHF,10000,0.563000023,5630.00023,0.396825397
Tianneng Power International Ltd,Cayman Islands,3/9/2023, TIANF,10000,1.159999967,11599.99967,0.396825397
Tingyi (Cayman Islands) Holding Corp,Cayman Islands,3/9/2023, TCYMF,10000,1.74000001,17400.0001,0.396825397
Towngas Smart Energy Co Ltd,Cayman Islands,3/9/2023, PGJ,10000,28.68000031,286800.0031,0.396825397
Trip.com Group Ltd,Cayman Islands,3/9/2023, TCOM,10000,36.11000061,361100.0061,0.396825397
Tuya Inc,Cayman Islands,3/9/2023, TUYA,10000,1.817999959,18179.99959,0.396825397
Uni-President China Holdings Ltd,Cayman Islands,3/9/2023, UNPSF,10000,0.768700004,7687.00004,0.396825397
Vantage Drilling Co,Cayman Islands,3/9/2023,VTGDF,10000,1.00E-04,1,0.396825397
Vantage Drilling International,Cayman Islands,3/9/2023,VTDRF,10000,16.125,161250,0.396825397
Vinda International Holdings Ltd,Cayman Islands,3/9/2023, VDAHF,10000,3.029999971,30299.99971,0.396825397
Vipshop Holdings Ltd,Cayman Islands,3/9/2023, VIPS,10000,14.5,145000,0.396825397
Want Want China Holdings Ltd,Cayman Islands,3/9/2023, WWNTF,10000,0.589999974,5899.99974,0.396825397
Weibo Corp,Cayman Islands,3/9/2023, WB,10000,17.38999939,173899.9939,0.396825397
WH Group Ltd,Cayman Islands,3/9/2023, WHGLY,10000,11.75,117500,3.174603175
Wharf Real Estate Investment Co Ltd,Cayman Islands,3/9/2023, WRFRF,10000,5.570000172,55700.00172,0.396825397
WuXi Biologics (Cayman) Inc,Cayman Islands,3/9/2023, WXIBF,10000,6.699999809,66999.99809,0.396825397
Wynn Macau Ltd,Cayman Islands,3/9/2023, WYNMF,10000,0.930000007,9300.00007,0.396825397
Xiaomi Corp,Cayman Islands,3/9/2023, XIACF,10000,1.50999999,15099.9999,0.396825397
Xinyi Glass Holdings Ltd,Cayman Islands,3/9/2023, XYIGF,10000,1.845999956,18459.99956,0.396825397
Xinyi Solar Holdings Ltd,Cayman Islands,3/9/2023, XISHY,10000,22.95000076,229500.0076,0.793650794
XP Inc,Cayman Islands,3/9/2023,XP,10000,13.14000034,131400.0034,0.396825397
Yadea Group Holdings Ltd,Cayman Islands,3/9/2023, YADGF,10000,1.929999948,19299.99948,0.396825397
Zai Lab Ltd,Cayman Islands,3/9/2023, ZLAB,10000,36,360000,0.396825397
Zhihu Inc,Cayman Islands,3/9/2023, ZH,10000,1.389999986,13899.99986,0.396825397
Zhongsheng Group Holdings Ltd,Cayman Islands,3/9/2023, ZHSHF,10000,4.5,45000,0.396825397
ZTO Express (Cayman) Inc,Cayman Islands,3/9/2023, ZTO,10000,25.60000038,256000.0038,0.396825397
Agricultural Bank of China Ltd,China,4/14/2020, ACGBF,10000,0.430000007,4300.00007,0.396825397
Aluminum Corporation of China Ltd,China,4/14/2020, ALMMF,10000,0.189999998,1899.99998,1.19047619
Anhui Conch Cement Co Ltd,China,4/14/2020, AHCHF,10000,7.210000038,72100.00038,0.396825397
Anhui Expressway Co Ltd,China,4/14/2020, AUHEF,10000,0.540000021,5400.00021,0.396825397
AviChina Industry & Technology Co Ltd,China,4/14/2020, AVIJF,10000,0.370000005,3700.00005,0.396825397
BAIC Motor Corp Ltd,China,4/14/2020, BCCMY,10000,4.050000191,40500.00191,0.396825397
Bank Of China Ltd,China,4/14/2020, BACHF,10000,0.370000005,3700.00005,0.793650794
Bank of Communications Co Ltd,China,4/14/2020, BKFCF,10000,0.550000012,5500.00012,0.396825397
Beijing Capital International Airport Co Ltd,China,4/14/2020, BJCHF,10000,0.699999988,6999.99988,0.396825397
BYD Co Ltd,China,4/14/2020, BYDDF,10000,5.46999979,54699.9979,0.793650794
China Cinda Asset Management Co Ltd,China,4/14/2020, CCGDF,10000,0.209999993,2099.99993,0.396825397
China Citic Bank Corp Ltd,China,4/14/2020, CHBJF,10000,0.449999988,4499.99988,0.396825397
China Coal Energy Co Ltd,China,4/14/2020, CCOZF,10000,0.280000001,2800.00001,1.19047619
China Communications Services Corp Ltd,China,4/14/2020, CUCSF,10000,0.800000012,8000.00012,0.396825397
China Construction Bank Corp,China,4/14/2020, CICHF,10000,0.810000002,8100.00002,0.396825397
China Eastern Airlines Corp Ltd,China,4/14/2020, CEA,10000,18.76000023,187600.0023,0.396825397
China Galaxy Securities Co Ltd,China,4/14/2020, CGXYY,10000,13.02999973,130299.9973,0.396825397
China Huarong Asset Management Co Ltd,China,4/14/2020, CHE,10000,464.1700134,4641700.134,0.396825397
China International Capital Corp Ltd,China,4/14/2020, CIM,10000,7.699999809,76999.99809,0.396825397
China Life Insurance Co Ltd,China,4/14/2020, CILJF,10000,1.960000038,19600.00038,0.396825397
China Longyuan Power Group Corp Ltd,China,4/14/2020, CLPXF,10000,0.579999983,5799.99983,0.793650794
China Merchants Bank Co Ltd,China,4/14/2020, CIHHF,10000,4.53000021,45300.0021,0.396825397
China Molybdenum Co Ltd,China,4/14/2020, CMCLF,10000,0.300000012,3000.00012,0.396825397
China National Building Material Co Ltd,China,4/14/2020, CBUMF,10000,0.99000001,9900.0001,0.396825397
China Oilfield Services Ltd,China,4/14/2020, CHOLF,10000,0.680000007,6800.00007,0.793650794
China Pacific Insurance (Group) Co Ltd,China,4/14/2020, CHPXF,10000,2.849999905,28499.99905,0.396825397
China Petroleum & Chemical Corp,China,4/14/2020, SNPMF,10000,0.529999971,5299.99971,1.587301587
China Railway Group Ltd,China,4/14/2020, CNO,10000,13.51000023,135100.0023,0.396825397
China Railway Signal & Communication Corp Ltd,China,4/14/2020, CRYCY,10000,5.277999878,52779.99878,0.793650794
China Shenhua Energy Co Ltd,China,4/14/2020, CSUAY,10000,7.409999847,74099.99847,1.19047619
China Southern Airlines Co Ltd,China,4/14/2020, CHKIF,10000,0.419999987,4199.99987,0.396825397
China Vanke Co Ltd,China,4/14/2020, CHVKY,10000,1.649999976,16499.99976,0.396825397
Chongqing Rural Commercial Bank Co Ltd,China,4/14/2020, CRCBY,10000,25.98999977,259899.9977,0.396825397
CITIC Securities Co Ltd,China,4/14/2020, CIIHF,10000,2.2651999,22651.999,0.396825397
COSCO SHIPPING Development Co Ltd,China,4/14/2020, CITAF,10000,0.100000001,1000.00001,0.396825397
Dalian Port (PDA) Co Ltd,China,4/14/2020, DLPTF,10000,0.079999998,799.99998,0.396825397
Datang International Power Generation Co Ltd,China,4/14/2020, DIPGF,10000,0.170000002,1700.00002,1.19047619
Dongfang Electric Corp Ltd,China,4/14/2020, DNGFF,10000,0.75999999,7599.9999,0.396825397
Dongfeng Motor Group Co Ltd,China,4/14/2020, DNFGF,10000,0.709999979,7099.99979,0.396825397
Fuyao Glass Industry Group Co Ltd,China,4/14/2020, FYGGY,10000,0.649999976,6499.99976,0.396825397
Great Wall Motor Co Ltd,China,4/14/2020, GWLLF,10000,0.620000005,6200.00005,0.396825397
Guangzhou Automobile Group Co Ltd,China,4/14/2020, GNZUF,10000,0.850000024,8500.00024,0.396825397
Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,China,4/14/2020, GZPHF,10000,3.650000095,36500.00095,0.396825397
Guangzhou R&F Properties Co Ltd,China,4/14/2020, GZUHF,10000,1.279999971,12799.99971,0.396825397
Haitong Securities Co Ltd,China,4/14/2020, HAITY,10000,9.420000076,94200.00076,0.396825397
Huadian Power International Corp Ltd,China,4/14/2020, HPIFF,10000,0.375,3750,0.793650794
Huaneng Power International Inc,China,4/14/2020, HUNGF,10000,0.314999998,3149.99998,1.587301587
Industrial And Commercial Bank Of China Ltd,China,4/14/2020, ICK,10000,84.87000275,848700.0275,0.793650794
Jiangsu Expressway Co Ltd,China,4/14/2020, JEXYF,10000,0.889999986,8899.99986,0.396825397
Jiangxi Copper Co Ltd,China,4/14/2020, JIAXF,10000,0.800000012,8000.00012,0.396825397
PetroChina Co Ltd,China,4/14/2020, PCCYF,10000,0.400000006,4000.00006,0.793650794
PICC Property and Casualty Co Ltd,China,4/14/2020, PPCCF,10000,0.99000001,9900.0001,0.396825397
Ping An Insurance (Group) Co. of China Ltd,China,4/14/2020, PIAIF,10000,10.10000038,101000.0038,0.396825397
Postal Savings Bank Of China Co Ltd,China,4/14/2020, PSTVY,10000,11.5,115000,0.396825397
Shandong Molong Petroleum Machinery Co Ltd,China,4/14/2020, PXI,10000,12.61999989,126199.9989,0.396825397
Shandong Weigao Group Medical Polymer Co Ltd,China,4/14/2020, SHWGF,10000,1.110000014,11100.00014,0.396825397
Shanghai Electric Group Co Ltd,China,4/14/2020, SIELY,10000,5.550000191,55500.00191,0.793650794
Sinopec Oilfield Service Corp,China,4/14/2020, YZCFF,10000,0.119999997,1199.99997,0.396825397
Sinopec Shanghai Petrochemical Co Ltd,China,4/14/2020, SPTJF,10000,0.270000011,2700.00011,0.396825397
Sinopharm Group Co Ltd,China,4/14/2020, SHTDF,10000,2.599999905,25999.99905,0.396825397
Sinotrans Ltd,China,4/14/2020, SNOTF,10000,0.254999995,2549.99995,0.396825397
The People's Insurance Co (Group) of China Ltd,China,4/14/2020, PINXF,10000,0.540000021,5400.00021,0.396825397
Tong Ren Tang Technologies Co Ltd,China,4/14/2020, TGRNF,10000,0.829999983,8299.99983,0.396825397
TravelSky Technology Ltd,China,4/14/2020, TSYHF,10000,1.889999986,18899.99986,0.396825397
Weichai Power Co Ltd,China,4/14/2020, WEICF,10000,1.710000038,17100.00038,0.396825397
Xinjiang Goldwind Science & Technology Co Ltd,China,4/14/2020, XJNGF,10000,0.910000026,9100.00026,0.396825397
Yanzhou Coal Mining Co Ltd,China,4/14/2020, YZCAY,10000,8.039899826,80398.99826,1.19047619
Zhaojin Mining Industry Co Ltd,China,4/14/2020, ZHAOF,10000,1.159999967,11599.99967,0.396825397
Zhejiang Expressway Co Ltd,China,4/14/2020, ZHEXF,10000,0.779999971,7799.99971,0.396825397
Zhuzhou CRRC Times Electric Co Ltd,China,4/14/2020, ZHUZF,10000,3.549999952,35499.99952,0.396825397
Zijin Mining Group Co Ltd,China,4/14/2020, ZIJMF,10000,0.430000007,4300.00007,0.396825397
ZTE Corp,China,4/14/2020, ZTCOF,10000,3.25999999,32599.9999,0.793650794
Agricultural Bank of China Ltd,China,5/19/2020, ACGBF,10000,0.409999996,4099.99996,0.396825397
Aluminum Corporation of China Ltd,China,5/19/2020, ALMMF,10000,0.189999998,1899.99998,1.19047619
Anhui Conch Cement Co Ltd,China,5/19/2020, AHCHF,10000,7.449999809,74499.99809,0.396825397
Anhui Expressway Co Ltd,China,5/19/2020, AUHEF,10000,0.540000021,5400.00021,0.396825397
AviChina Industry & Technology Co Ltd,China,5/19/2020, AVIJF,10000,0.370000005,3700.00005,0.396825397
BAIC Motor Corp Ltd,China,5/19/2020, BCCMY,10000,4.050000191,40500.00191,0.396825397
Bank Of China Ltd,China,5/19/2020, BACHF,10000,0.370000005,3700.00005,0.793650794
Bank of Communications Co Ltd,China,5/19/2020, BKFCF,10000,0.589999974,5899.99974,0.396825397
Beijing Capital International Airport Co Ltd,China,5/19/2020, BJCHF,10000,0.620000005,6200.00005,0.396825397
BYD Co Ltd,China,5/19/2020, BYDDF,10000,5.869999886,58699.99886,0.793650794
China Cinda Asset Management Co Ltd,China,5/19/2020, CCGDF,10000,0.209999993,2099.99993,0.396825397
China Citic Bank Corp Ltd,China,5/19/2020, CHBJF,10000,0.449999988,4499.99988,0.396825397
China Coal Energy Co Ltd,China,5/19/2020, CCOZF,10000,0.25,2500,1.19047619
China Communications Services Corp Ltd,China,5/19/2020, CUCSF,10000,0.800000012,8000.00012,0.396825397
China Construction Bank Corp,China,5/19/2020, CICHF,10000,0.810000002,8100.00002,0.396825397
China Eastern Airlines Corp Ltd,China,5/19/2020, CEA,10000,18.43000031,184300.0031,0.396825397
China Galaxy Securities Co Ltd,China,5/19/2020, CGXYY,10000,12.39999962,123999.9962,0.396825397
China Huarong Asset Management Co Ltd,China,5/19/2020, CHE,10000,477.6499939,4776499.939,0.396825397
China International Capital Corp Ltd,China,5/19/2020, CIM,10000,8.06000042,80600.0042,0.396825397
China Life Insurance Co Ltd,China,5/19/2020, CILJF,10000,1.919999957,19199.99957,0.396825397
China Longyuan Power Group Corp Ltd,China,5/19/2020, CLPXF,10000,0.469999999,4699.99999,0.793650794
China Merchants Bank Co Ltd,China,5/19/2020, CIHHF,10000,4.679999828,46799.99828,0.396825397
China Molybdenum Co Ltd,China,5/19/2020, CMCLF,10000,0.310000002,3100.00002,0.396825397
China National Building Material Co Ltd,China,5/19/2020, CBUMF,10000,0.99000001,9900.0001,0.396825397
China Oilfield Services Ltd,China,5/19/2020, CHOLF,10000,0.899999976,8999.99976,0.793650794
China Pacific Insurance (Group) Co Ltd,China,5/19/2020, CHPXF,10000,3.019999981,30199.99981,0.396825397
China Petroleum & Chemical Corp,China,5/19/2020, SNPMF,10000,0.49000001,4900.0001,1.587301587
China Railway Group Ltd,China,5/19/2020, CNO,10000,13.51000023,135100.0023,0.396825397
China Railway Signal & Communication Corp Ltd,China,5/19/2020, CRYCY,10000,4.519999981,45199.99981,0.793650794
China Shenhua Energy Co Ltd,China,5/19/2020, CSUAY,10000,7.170000076,71700.00076,1.19047619
China Southern Airlines Co Ltd,China,5/19/2020, CHKIF,10000,0.49000001,4900.0001,0.396825397
China Suntien Green Energy Corp Ltd,China,5/19/2020, CSGEF,10000,0.189999998,1899.99998,0.396825397
China Vanke Co Ltd,China,5/19/2020, CHVKY,10000,1.649999976,16499.99976,0.396825397
Chongqing Rural Commercial Bank Co Ltd,China,5/19/2020, CRCBY,10000,25.98999977,259899.9977,0.396825397
CITIC Securities Co Ltd,China,5/19/2020, CIIHF,10000,1.779999971,17799.99971,0.396825397
COSCO SHIPPING Development Co Ltd,China,5/19/2020, CITAF,10000,0.090000004,900.00004,0.396825397
Dalian Port (PDA) Co Ltd,China,5/19/2020, DLPTF,10000,0.090000004,900.00004,0.396825397
Datang International Power Generation Co Ltd,China,5/19/2020, DIPGF,10000,0.140000001,1400.00001,1.19047619
Dongfang Electric Corp Ltd,China,5/19/2020, DNGFF,10000,0.75999999,7599.9999,0.396825397
Dongfeng Motor Group Co Ltd,China,5/19/2020, DNFGF,10000,0.639999986,6399.99986,0.396825397
Fuyao Glass Industry Group Co Ltd,China,5/19/2020, FYGGY,10000,0.649999976,6499.99976,0.396825397
Great Wall Motor Co Ltd,China,5/19/2020, GWLLF,10000,0.680000007,6800.00007,0.396825397
Guangzhou Automobile Group Co Ltd,China,5/19/2020, GNZUF,10000,0.899999976,8999.99976,0.396825397
Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,China,5/19/2020, GZPHF,10000,3.650000095,36500.00095,0.396825397
Guangzhou R&F Properties Co Ltd,China,5/19/2020, GZUHF,10000,1.279999971,12799.99971,0.396825397
Haitong Securities Co Ltd,China,5/19/2020, HAITY,10000,9.399999619,93999.99619,0.396825397
Huadian Power International Corp Ltd,China,5/19/2020, HPIFF,10000,0.375,3750,0.793650794
Huaneng Power International Inc,China,5/19/2020, HUNGF,10000,0.314999998,3149.99998,1.587301587
Industrial And Commercial Bank Of China Ltd,China,5/19/2020, ICK,10000,92.58000183,925800.0183,0.793650794
Jiangsu Expressway Co Ltd,China,5/19/2020, JEXYF,10000,0.889999986,8899.99986,0.396825397
Jiangxi Copper Co Ltd,China,5/19/2020, JIAXF,10000,0.949999988,9499.99988,0.396825397
PetroChina Co Ltd,China,5/19/2020, PCCYF,10000,0.330000013,3300.00013,0.793650794
PICC Property and Casualty Co Ltd,China,5/19/2020, PPCCF,10000,0.899999976,8999.99976,0.396825397
Ping An Insurance (Group) Co. of China Ltd,China,5/19/2020, PIAIF,10000,10.06999969,100699.9969,0.396825397
Postal Savings Bank Of China Co Ltd,China,5/19/2020, PSTVY,10000,11.5,115000,0.396825397
Shandong Molong Petroleum Machinery Co Ltd,China,5/19/2020, PXI,10000,15.35000038,153500.0038,0.396825397
Shandong Weigao Group Medical Polymer Co Ltd,China,5/19/2020, SHWGF,10000,1.75,17500,0.396825397
Shanghai Electric Group Co Ltd,China,5/19/2020, SIELY,10000,5.550000191,55500.00191,0.793650794
